season,week,game_id,game_date,away_team,home_team,predicted_winner,actual_winner,winner_pick_correct,predicted_home_score,predicted_away_score,predicted_total,actual_home_score,actual_away_score,actual_total,predicted_margin,actual_margin,margin_abs_error,ai_spread,vegas_spread,predicted_cover_outcome,actual_cover_outcome,spread_pick_correct,vegas_total,predicted_total_outcome,actual_total_outcome,total_pick_correct,total_abs_error
2024,8,2024_08_KC_LV,2024-10-27,KC,LV,LV,KC,False,23.0,19.0,42.0,20,27,47,3.9,-7,10.9,-3.9,-9.0,AWAY_COVER,AWAY_COVER,True,42.0,PUSH,OVER,,5.0
2024,8,2024_08_NO_LAC,2024-10-27,NO,LAC,LAC,LAC,True,25.7,15.8,41.5,26,8,34,9.8,18,8.2,-9.8,7.0,HOME_COVER,HOME_COVER,True,41.5,PUSH,UNDER,,7.5
2024,8,2024_08_NYJ_NE,2024-10-27,NYJ,NE,NE,NE,True,23.2,17.8,41.0,25,22,47,5.3,3,2.3,-5.3,-7.0,AWAY_COVER,AWAY_COVER,True,41.0,PUSH,OVER,,6.0
2024,8,2024_08_PHI_CIN,2024-10-27,PHI,CIN,CIN,PHI,False,28.4,19.1,47.5,17,37,54,9.2,-20,29.2,-9.2,2.5,HOME_COVER,AWAY_COVER,False,47.5,PUSH,OVER,,6.5
2024,8,2024_08_TEN_DET,2024-10-27,TEN,DET,DET,DET,True,29.5,15.5,45.0,52,14,66,13.9,38,24.1,-13.9,12.5,HOME_COVER,HOME_COVER,True,45.0,PUSH,OVER,,21.0
2024,8,2024_08_NYG_PIT,2024-10-28,NYG,PIT,PIT,PIT,True,24.5,13.0,37.5,26,18,44,11.4,8,3.4000000000000004,-11.4,6.0,HOME_COVER,HOME_COVER,True,37.5,PUSH,OVER,,6.5
2024,9,2024_09_HOU_NYJ,2024-10-31,HOU,NYJ,NYJ,NYJ,True,25.4,18.1,43.5,21,13,34,7.2,8,0.7999999999999998,-7.2,2.5,HOME_COVER,HOME_COVER,True,43.5,PUSH,UNDER,,9.5
2024,9,2024_09_CHI_ARI,2024-11-03,CHI,ARI,ARI,ARI,True,26.4,18.1,44.5,29,9,38,8.3,20,11.7,-8.3,1.5,HOME_COVER,HOME_COVER,True,44.5,PUSH,UNDER,,6.5
2024,9,2024_09_DAL_ATL,2024-11-03,DAL,ATL,ATL,ATL,True,30.7,21.3,52.0,27,21,48,9.3,6,3.3000000000000007,-9.3,3.0,HOME_COVER,HOME_COVER,True,52.0,PUSH,UNDER,,4.0
2024,9,2024_09_DEN_BAL,2024-11-03,DEN,BAL,BAL,BAL,True,29.2,17.3,46.5,41,10,51,12.0,31,19.0,-12.0,9.0,HOME_COVER,HOME_COVER,True,46.5,PUSH,OVER,,4.5
2024,9,2024_09_DET_GB,2024-11-03,DET,GB,GB,DET,False,27.2,20.3,47.5,14,24,38,6.9,-10,16.9,-6.9,-2.5,HOME_COVER,AWAY_COVER,False,47.5,PUSH,UNDER,,9.5
2024,9,2024_09_IND_MIN,2024-11-03,IND,MIN,MIN,MIN,True,28.5,18.5,47.0,21,13,34,9.9,8,1.9000000000000004,-9.9,6.5,HOME_COVER,HOME_COVER,True,47.0,PUSH,UNDER,,13.0
2024,9,2024_09_JAX_PHI,2024-11-03,JAX,PHI,PHI,PHI,True,27.7,18.3,46.0,28,23,51,9.3,5,4.300000000000001,-9.3,7.5,HOME_COVER,HOME_COVER,True,46.0,PUSH,OVER,,5.0
2024,9,2024_09_LA_SEA,2024-11-03,LA,SEA,SEA,LA,False,28.0,20.5,48.5,20,26,46,7.4,-6,13.4,-7.4,-1.5,HOME_COVER,AWAY_COVER,False,48.5,PUSH,UNDER,,2.5
2024,9,2024_09_LAC_CLE,2024-11-03,LAC,CLE,CLE,LAC,False,24.4,18.1,42.5,10,27,37,6.3,-17,23.3,-6.3,-2.0,HOME_COVER,AWAY_COVER,False,42.5,PUSH,UNDER,,5.5
2024,9,2024_09_LV_CIN,2024-11-03,LV,CIN,CIN,CIN,True,28.2,16.8,45.0,41,24,65,11.4,17,5.6,-11.4,8.0,HOME_COVER,HOME_COVER,True,45.0,PUSH,OVER,,20.0
2024,9,2024_09_MIA_BUF,2024-11-03,MIA,BUF,BUF,BUF,True,30.0,19.0,49.0,30,27,57,11.0,3,8.0,-11.0,6.5,HOME_COVER,HOME_COVER,True,49.0,PUSH,OVER,,8.0
2024,9,2024_09_NE_TEN,2024-11-03,NE,TEN,TEN,TEN,True,23.9,14.6,38.5,20,17,37,9.2,3,6.199999999999999,-9.2,3.0,HOME_COVER,HOME_COVER,True,38.5,PUSH,UNDER,,1.5
2024,9,2024_09_NO_CAR,2024-11-03,NO,CAR,CAR,CAR,True,24.3,19.2,43.5,23,22,45,5.2,1,4.2,-5.2,-7.0,AWAY_COVER,AWAY_COVER,True,43.5,PUSH,OVER,,1.5
2024,9,2024_09_WAS_NYG,2024-11-03,WAS,NYG,NYG,WAS,False,24.0,20.5,44.5,22,27,49,3.6,-5,8.6,-3.6,-4.5,AWAY_COVER,AWAY_COVER,True,44.5,PUSH,OVER,,4.5
2024,9,2024_09_TB_KC,2024-11-04,TB,KC,KC,KC,True,27.2,18.3,45.5,30,24,54,8.9,6,2.9000000000000004,-8.9,9.0,HOME_COVER,HOME_COVER,True,45.5,PUSH,OVER,,8.5
2024,10,2024_10_CIN_BAL,2024-11-07,CIN,BAL,BAL,BAL,True,32.0,21.0,53.0,35,34,69,11.1,1,10.1,-11.1,6.0,HOME_COVER,HOME_COVER,True,53.0,PUSH,OVER,,16.0
2024,10,2024_10_ATL_NO,2024-11-10,ATL,NO,NO,NO,True,26.3,20.2,46.5,20,17,37,6.0,3,3.0,-6.0,-3.5,HOME_COVER,AWAY_COVER,False,46.5,PUSH,UNDER,,9.5
2024,10,2024_10_BUF_IND,2024-11-10,BUF,IND,IND,BUF,False,26.0,20.5,46.5,20,30,50,5.5,-10,15.5,-5.5,-4.5,HOME_COVER,AWAY_COVER,False,46.5,PUSH,OVER,,3.5
2024,10,2024_10_DEN_KC,2024-11-10,DEN,KC,KC,KC,True,26.7,15.8,42.5,16,14,30,10.9,2,8.9,-10.9,7.5,HOME_COVER,HOME_COVER,True,42.5,PUSH,UNDER,,12.5
2024,10,2024_10_DET_HOU,2024-11-10,DET,HOU,HOU,DET,False,26.9,22.1,49.0,23,26,49,4.8,-3,7.8,-4.8,-4.5,HOME_COVER,AWAY_COVER,False,49.0,PUSH,PUSH,,0.0
2024,10,2024_10_MIN_JAX,2024-11-10,MIN,JAX,JAX,MIN,False,24.0,18.5,42.5,7,12,19,5.5,-5,10.5,-5.5,-7.0,AWAY_COVER,AWAY_COVER,True,42.5,PUSH,UNDER,,23.5
2024,10,2024_10_NE_CHI,2024-11-10,NE,CHI,CHI,NE,False,24.1,13.4,37.5,3,19,22,10.8,-16,26.8,-10.8,6.5,HOME_COVER,AWAY_COVER,False,37.5,PUSH,UNDER,,15.5
2024,10,2024_10_NYG_CAR,2024-11-10,NYG,CAR,CAR,CAR,True,23.3,17.2,40.5,20,17,37,6.1,3,3.0999999999999996,-6.1,-6.5,AWAY_COVER,AWAY_COVER,True,40.5,PUSH,UNDER,,3.5
2024,10,2024_10_NYJ_ARI,2024-11-10,NYJ,ARI,ARI,ARI,True,26.8,18.7,45.5,31,6,37,8.2,25,16.8,-8.2,-2.0,HOME_COVER,HOME_COVER,True,45.5,PUSH,UNDER,,8.5
2024,10,2024_10_PHI_DAL,2024-11-10,PHI,DAL,DAL,PHI,False,25.1,19.4,44.5,6,34,40,5.7,-28,33.7,-5.7,-7.5,AWAY_COVER,AWAY_COVER,True,44.5,PUSH,UNDER,,4.5
2024,10,2024_10_PIT_WAS,2024-11-10,PIT,WAS,WAS,PIT,False,27.1,17.9,45.0,27,28,55,9.3,-1,10.3,-9.3,1.5,HOME_COVER,HOME_COVER,True,45.0,PUSH,OVER,,10.0
2024,10,2024_10_SF_TB,2024-11-10,SF,TB,TB,SF,False,28.9,21.6,50.5,20,23,43,7.3,-3,10.3,-7.3,-6.5,HOME_COVER,AWAY_COVER,False,50.5,PUSH,UNDER,,7.5
2024,10,2024_10_TEN_LAC,2024-11-10,TEN,LAC,LAC,LAC,True,25.5,14.5,40.0,27,17,44,11.0,10,1.0,-11.0,8.0,HOME_COVER,HOME_COVER,True,40.0,PUSH,OVER,,4.0
2024,10,2024_10_MIA_LA,2024-11-11,MIA,LA,LA,MIA,False,29.3,20.2,49.5,15,23,38,9.0,-8,17.0,-9.0,2.5,HOME_COVER,AWAY_COVER,False,49.5,PUSH,UNDER,,11.5
2024,11,2024_11_WAS_PHI,2024-11-14,WAS,PHI,PHI,PHI,True,28.9,20.6,49.5,26,18,44,8.3,8,0.3000000000000007,-8.3,4.5,HOME_COVER,HOME_COVER,True,49.5,PUSH,UNDER,,5.5
2024,11,2024_11_ATL_DEN,2024-11-17,ATL,DEN,DEN,DEN,True,25.6,18.9,44.5,38,6,44,6.7,32,25.3,-6.7,2.0,HOME_COVER,HOME_COVER,True,44.5,PUSH,UNDER,,0.5
2024,11,2024_11_BAL_PIT,2024-11-17,BAL,PIT,PIT,PIT,True,27.0,21.0,48.0,18,16,34,6.0,2,4.0,-6.0,-3.0,HOME_COVER,AWAY_COVER,False,48.0,PUSH,UNDER,,14.0
2024,11,2024_11_CIN_LAC,2024-11-17,CIN,LAC,LAC,LAC,True,27.6,20.4,48.0,34,27,61,7.1,7,0.09999999999999964,-7.1,1.0,HOME_COVER,HOME_COVER,True,48.0,PUSH,OVER,,13.0
2024,11,2024_11_CLE_NO,2024-11-17,CLE,NO,NO,NO,True,26.6,17.4,44.0,35,14,49,9.1,21,11.9,-9.1,-1.0,HOME_COVER,HOME_COVER,True,44.0,PUSH,OVER,,5.0
2024,11,2024_11_GB_CHI,2024-11-17,GB,CHI,CHI,GB,False,22.9,18.1,41.0,19,20,39,4.7,-1,5.7,-4.7,-6.0,AWAY_COVER,AWAY_COVER,True,41.0,PUSH,UNDER,,2.0
2024,11,2024_11_IND_NYJ,2024-11-17,IND,NYJ,NYJ,IND,False,25.8,17.2,43.0,27,28,55,8.6,-1,9.6,-8.6,4.0,HOME_COVER,HOME_COVER,True,43.0,PUSH,OVER,,12.0
2024,11,2024_11_JAX_DET,2024-11-17,JAX,DET,DET,DET,True,30.1,17.4,47.5,52,6,58,12.7,46,33.3,-12.7,14.0,HOME_COVER,HOME_COVER,True,47.5,PUSH,OVER,,10.5
2024,11,2024_11_KC_BUF,2024-11-17,KC,BUF,BUF,BUF,True,27.6,18.9,46.5,30,21,51,8.7,9,0.3000000000000007,-8.7,2.5,HOME_COVER,HOME_COVER,True,46.5,PUSH,OVER,,4.5
2024,11,2024_11_LA_NE,2024-11-17,LA,NE,NE,LA,False,24.0,18.5,42.5,22,28,50,5.5,-6,11.5,-5.5,-4.0,HOME_COVER,AWAY_COVER,False,42.5,PUSH,OVER,,7.5
2024,11,2024_11_LV_MIA,2024-11-17,LV,MIA,MIA,MIA,True,27.0,16.5,43.5,34,19,53,10.4,15,4.6,-10.4,8.0,HOME_COVER,HOME_COVER,True,43.5,PUSH,OVER,,9.5
2024,11,2024_11_MIN_TEN,2024-11-17,MIN,TEN,TEN,MIN,False,22.5,17.5,40.0,13,23,36,5.0,-10,15.0,-5.0,-6.0,AWAY_COVER,AWAY_COVER,True,40.0,PUSH,UNDER,,4.0
2024,11,2024_11_SEA_SF,2024-11-17,SEA,SF,SF,SEA,False,29.9,19.1,49.0,17,20,37,10.8,-3,13.8,-10.8,6.0,HOME_COVER,HOME_COVER,True,49.0,PUSH,UNDER,,12.0
2024,11,2024_11_HOU_DAL,2024-11-18,HOU,DAL,DAL,HOU,False,23.4,18.1,41.5,10,34,44,5.3,-24,29.3,-5.3,-7.5,AWAY_COVER,AWAY_COVER,True,41.5,PUSH,OVER,,2.5
2024,12,2024_12_PIT_CLE,2024-11-21,PIT,CLE,CLE,CLE,True,20.7,15.8,36.5,24,19,43,4.9,5,0.09999999999999964,-4.9,-3.5,HOME_COVER,HOME_COVER,True,36.5,PUSH,OVER,,6.5
2024,12,2024_12_ARI_SEA,2024-11-24,ARI,SEA,SEA,SEA,True,26.8,19.7,46.5,16,6,22,7.0,10,3.0,-7.0,-1.0,HOME_COVER,HOME_COVER,True,46.5,PUSH,UNDER,,24.5
2024,12,2024_12_DAL_WAS,2024-11-24,DAL,WAS,WAS,DAL,False,28.7,16.3,45.0,26,34,60,12.5,-8,20.5,-12.5,10.5,HOME_COVER,HOME_COVER,True,45.0,PUSH,OVER,,15.0
2024,12,2024_12_DEN_LV,2024-11-24,DEN,LV,LV,DEN,False,23.4,18.1,41.5,19,29,48,5.4,-10,15.4,-5.4,-6.5,AWAY_COVER,AWAY_COVER,True,41.5,PUSH,OVER,,6.5
2024,12,2024_12_DET_IND,2024-11-24,DET,IND,IND,DET,False,27.1,23.4,50.5,6,24,30,3.8,-18,21.8,-3.8,-7.0,AWAY_COVER,AWAY_COVER,True,50.5,PUSH,UNDER,,20.5
2024,12,2024_12_KC_CAR,2024-11-24,KC,CAR,CAR,KC,False,23.1,19.9,43.0,27,30,57,3.2,-3,6.2,-3.2,-11.0,AWAY_COVER,AWAY_COVER,True,43.0,PUSH,OVER,,14.0
2024,12,2024_12_MIN_CHI,2024-11-24,MIN,CHI,CHI,MIN,False,22.8,16.7,39.5,27,30,57,6.1,-3,9.1,-6.1,-3.0,HOME_COVER,AWAY_COVER,False,39.5,PUSH,OVER,,17.5
2024,12,2024_12_NE_MIA,2024-11-24,NE,MIA,MIA,MIA,True,28.3,17.7,46.0,34,15,49,10.6,19,8.4,-10.6,7.5,HOME_COVER,HOME_COVER,True,46.0,PUSH,OVER,,3.0
2024,12,2024_12_PHI_LA,2024-11-24,PHI,LA,LA,PHI,False,27.5,21.5,49.0,20,37,57,6.0,-17,23.0,-6.0,-3.0,HOME_COVER,AWAY_COVER,False,49.0,PUSH,OVER,,8.0
2024,12,2024_12_SF_GB,2024-11-24,SF,GB,GB,GB,True,26.6,17.9,44.5,38,10,48,8.7,28,19.3,-8.7,6.5,HOME_COVER,HOME_COVER,True,44.5,PUSH,OVER,,3.5
2024,12,2024_12_TB_NYG,2024-11-24,TB,NYG,NYG,TB,False,22.2,18.3,40.5,7,30,37,3.9,-23,26.9,-3.9,-6.5,AWAY_COVER,AWAY_COVER,True,40.5,PUSH,UNDER,,3.5
2024,12,2024_12_TEN_HOU,2024-11-24,TEN,HOU,HOU,TEN,False,26.1,14.4,40.5,27,32,59,11.6,-5,16.6,-11.6,8.0,HOME_COVER,HOME_COVER,True,40.5,PUSH,OVER,,18.5
2024,12,2024_12_BAL_LAC,2024-11-25,BAL,LAC,LAC,BAL,False,28.3,22.7,51.0,23,30,53,5.7,-7,12.7,-5.7,-3.0,HOME_COVER,AWAY_COVER,False,51.0,PUSH,OVER,,2.0
2024,13,2024_13_CHI_DET,2024-11-28,CHI,DET,DET,DET,True,30.3,17.2,47.5,23,20,43,13.2,3,10.2,-13.2,9.5,HOME_COVER,HOME_COVER,True,47.5,PUSH,UNDER,,4.5
2024,13,2024_13_MIA_GB,2024-11-28,MIA,GB,GB,GB,True,28.2,19.3,47.5,30,17,47,8.8,13,4.199999999999999,-8.8,3.5,HOME_COVER,HOME_COVER,True,47.5,PUSH,UNDER,,0.5
2024,13,2024_13_NYG_DAL,2024-11-28,NYG,DAL,DAL,DAL,True,24.7,14.3,39.0,27,20,47,10.3,7,3.3000000000000007,-10.3,4.5,HOME_COVER,HOME_COVER,True,39.0,PUSH,OVER,,8.0
2024,13,2024_13_LV_KC,2024-11-29,LV,KC,KC,KC,True,27.5,14.5,42.0,19,17,36,12.9,2,10.9,-12.9,13.5,HOME_COVER,HOME_COVER,True,42.0,PUSH,UNDER,,6.0
2024,13,2024_13_ARI_MIN,2024-12-01,ARI,MIN,MIN,MIN,True,27.2,18.3,45.5,23,22,45,8.9,1,7.9,-8.9,3.5,HOME_COVER,HOME_COVER,True,45.5,PUSH,UNDER,,0.5
2024,13,2024_13_HOU_JAX,2024-12-01,HOU,JAX,JAX,HOU,False,25.1,19.4,44.5,20,23,43,5.6,-3,8.6,-5.6,-3.5,HOME_COVER,AWAY_COVER,False,44.5,PUSH,UNDER,,1.5
2024,13,2024_13_IND_NE,2024-12-01,IND,NE,NE,IND,False,24.1,17.4,41.5,24,25,49,6.6,-1,7.6,-6.6,-2.5,HOME_COVER,AWAY_COVER,False,41.5,PUSH,OVER,,7.5
2024,13,2024_13_LA_NO,2024-12-01,LA,NO,NO,LA,False,27.9,20.6,48.5,14,21,35,7.2,-7,14.2,-7.2,-2.5,HOME_COVER,AWAY_COVER,False,48.5,PUSH,UNDER,,13.5
2024,13,2024_13_LAC_ATL,2024-12-01,LAC,ATL,ATL,LAC,False,27.0,20.0,47.0,13,17,30,7.0,-4,11.0,-7.0,-1.0,HOME_COVER,AWAY_COVER,False,47.0,PUSH,UNDER,,17.0
2024,13,2024_13_PHI_BAL,2024-12-01,PHI,BAL,BAL,PHI,False,29.7,20.3,50.0,19,24,43,9.4,-5,14.4,-9.4,3.0,HOME_COVER,AWAY_COVER,False,50.0,PUSH,UNDER,,7.0
2024,13,2024_13_PIT_CIN,2024-12-01,PIT,CIN,CIN,PIT,False,27.4,18.6,46.0,38,44,82,8.8,-6,14.8,-8.8,3.0,HOME_COVER,AWAY_COVER,False,46.0,PUSH,OVER,,36.0
2024,13,2024_13_SEA_NYJ,2024-12-01,SEA,NYJ,NYJ,SEA,False,24.6,16.9,41.5,21,26,47,7.7,-5,12.7,-7.7,1.0,HOME_COVER,AWAY_COVER,False,41.5,PUSH,OVER,,5.5
2024,13,2024_13_SF_BUF,2024-12-01,SF,BUF,BUF,BUF,True,27.5,17.5,45.0,35,10,45,10.1,25,14.9,-10.1,6.5,HOME_COVER,HOME_COVER,True,45.0,PUSH,PUSH,,0.0
2024,13,2024_13_TB_CAR,2024-12-01,TB,CAR,CAR,TB,False,25.0,21.0,46.0,23,26,49,4.0,-3,7.0,-4.0,-6.5,AWAY_COVER,AWAY_COVER,True,46.0,PUSH,OVER,,3.0
2024,13,2024_13_TEN_WAS,2024-12-01,TEN,WAS,WAS,WAS,True,28.2,16.8,45.0,42,19,61,11.4,23,11.6,-11.4,6.0,HOME_COVER,HOME_COVER,True,45.0,PUSH,OVER,,16.0
2024,13,2024_13_CLE_DEN,2024-12-02,CLE,DEN,DEN,DEN,True,26.1,15.4,41.5,41,32,73,10.7,9,1.6999999999999993,-10.7,6.5,HOME_COVER,HOME_COVER,True,41.5,PUSH,OVER,,31.5
2024,14,2024_14_GB_DET,2024-12-05,GB,DET,DET,DET,True,31.3,21.7,53.0,34,31,65,9.6,3,6.6,-9.6,3.0,HOME_COVER,HOME_COVER,True,53.0,PUSH,OVER,,12.0
2024,14,2024_14_ATL_MIN,2024-12-08,ATL,MIN,MIN,MIN,True,28.2,18.3,46.5,42,21,63,9.8,21,11.2,-9.8,6.0,HOME_COVER,HOME_COVER,True,46.5,PUSH,OVER,,16.5
2024,14,2024_14_BUF_LA,2024-12-08,BUF,LA,LA,LA,True,27.4,22.1,49.5,44,42,86,5.2,2,3.2,-5.2,-3.5,HOME_COVER,AWAY_COVER,False,49.5,PUSH,OVER,,36.5
2024,14,2024_14_CAR_PHI,2024-12-08,CAR,PHI,PHI,PHI,True,28.6,15.9,44.5,22,16,38,12.7,6,6.699999999999999,-12.7,14.0,HOME_COVER,HOME_COVER,True,44.5,PUSH,UNDER,,6.5
2024,14,2024_14_CHI_SF,2024-12-08,CHI,SF,SF,SF,True,27.0,16.5,43.5,38,13,51,10.5,25,14.5,-10.5,3.0,HOME_COVER,HOME_COVER,True,43.5,PUSH,OVER,,7.5
2024,14,2024_14_CLE_PIT,2024-12-08,CLE,PIT,PIT,PIT,True,26.9,16.1,43.0,27,14,41,10.9,13,2.0999999999999996,-10.9,6.0,HOME_COVER,HOME_COVER,True,43.0,PUSH,UNDER,,2.0
2024,14,2024_14_JAX_TEN,2024-12-08,JAX,TEN,TEN,JAX,False,24.3,15.7,40.0,6,10,16,8.6,-4,12.6,-8.6,3.0,HOME_COVER,AWAY_COVER,False,40.0,PUSH,UNDER,,24.0
2024,14,2024_14_LAC_KC,2024-12-08,LAC,KC,KC,KC,True,26.5,17.0,43.5,19,17,36,9.5,2,7.5,-9.5,5.0,HOME_COVER,HOME_COVER,True,43.5,PUSH,UNDER,,7.5
2024,14,2024_14_LV_TB,2024-12-08,LV,TB,TB,TB,True,29.2,17.8,47.0,28,13,41,11.4,15,3.5999999999999996,-11.4,7.0,HOME_COVER,HOME_COVER,True,47.0,PUSH,UNDER,,6.0
2024,14,2024_14_NO_NYG,2024-12-08,NO,NYG,NYG,NO,False,23.3,17.7,41.0,11,14,25,5.6,-3,8.6,-5.6,-5.5,HOME_COVER,AWAY_COVER,False,41.0,PUSH,UNDER,,16.0
2024,14,2024_14_NYJ_MIA,2024-12-08,NYJ,MIA,MIA,MIA,True,27.6,17.4,45.0,32,26,58,10.1,6,4.1,-10.1,6.5,HOME_COVER,HOME_COVER,True,45.0,PUSH,OVER,,13.0
2024,14,2024_14_SEA_ARI,2024-12-08,SEA,ARI,ARI,SEA,False,27.3,18.2,45.5,18,30,48,9.2,-12,21.2,-9.2,3.0,HOME_COVER,AWAY_COVER,False,45.5,PUSH,OVER,,2.5
2024,14,2024_14_CIN_DAL,2024-12-09,CIN,DAL,DAL,CIN,False,28.0,23.0,51.0,20,27,47,4.9,-7,11.9,-4.9,-5.0,AWAY_COVER,AWAY_COVER,True,51.0,PUSH,UNDER,,4.0
2024,15,2024_15_LA_SF,2024-12-12,LA,SF,SF,LA,False,28.6,19.9,48.5,6,12,18,8.8,-6,14.8,-8.8,3.0,HOME_COVER,AWAY_COVER,False,48.5,PUSH,UNDER,,30.5
2024,15,2024_15_BAL_NYG,2024-12-15,BAL,NYG,NYG,BAL,False,22.8,20.7,43.5,14,35,49,2.1,-21,23.1,-2.1,-16.5,AWAY_COVER,AWAY_COVER,True,43.5,PUSH,OVER,,5.5
2024,15,2024_15_BUF_DET,2024-12-15,BUF,DET,DET,BUF,False,32.3,23.2,55.5,42,48,90,9.1,-6,15.1,-9.1,2.5,HOME_COVER,AWAY_COVER,False,55.5,PUSH,OVER,,34.5
2024,15,2024_15_CIN_TEN,2024-12-15,CIN,TEN,TEN,CIN,False,25.2,21.3,46.5,27,37,64,3.9,-10,13.9,-3.9,-6.0,AWAY_COVER,AWAY_COVER,True,46.5,PUSH,OVER,,17.5
2024,15,2024_15_DAL_CAR,2024-12-15,DAL,CAR,CAR,DAL,False,24.9,17.1,42.0,14,30,44,7.8,-16,23.8,-7.8,2.5,HOME_COVER,AWAY_COVER,False,42.0,PUSH,OVER,,2.0
2024,15,2024_15_GB_SEA,2024-12-15,GB,SEA,SEA,GB,False,27.2,20.8,48.0,13,30,43,6.4,-17,23.4,-6.4,-3.0,HOME_COVER,AWAY_COVER,False,48.0,PUSH,UNDER,,5.0
2024,15,2024_15_IND_DEN,2024-12-15,IND,DEN,DEN,DEN,True,26.5,17.0,43.5,31,13,44,9.4,18,8.6,-9.4,4.5,HOME_COVER,HOME_COVER,True,43.5,PUSH,OVER,,0.5
2024,15,2024_15_KC_CLE,2024-12-15,KC,CLE,CLE,KC,False,23.4,18.1,41.5,7,21,28,5.3,-14,19.3,-5.3,-4.5,HOME_COVER,AWAY_COVER,False,41.5,PUSH,UNDER,,13.5
2024,15,2024_15_MIA_HOU,2024-12-15,MIA,HOU,HOU,HOU,True,27.3,19.2,46.5,20,12,32,8.0,8,0.0,-8.0,2.5,HOME_COVER,HOME_COVER,True,46.5,PUSH,UNDER,,14.5
2024,15,2024_15_NE_ARI,2024-12-15,NE,ARI,ARI,ARI,True,28.5,18.0,46.5,30,17,47,10.4,13,2.5999999999999996,-10.4,6.0,HOME_COVER,HOME_COVER,True,46.5,PUSH,OVER,,0.5
2024,15,2024_15_NYJ_JAX,2024-12-15,NYJ,JAX,JAX,NYJ,False,24.1,17.4,41.5,25,32,57,6.6,-7,13.6,-6.6,-3.5,HOME_COVER,AWAY_COVER,False,41.5,PUSH,OVER,,15.5
2024,15,2024_15_PIT_PHI,2024-12-15,PIT,PHI,PHI,PHI,True,26.2,16.8,43.0,27,13,40,9.3,14,4.699999999999999,-9.3,5.5,HOME_COVER,HOME_COVER,True,43.0,PUSH,UNDER,,3.0
2024,15,2024_15_TB_LAC,2024-12-15,TB,LAC,LAC,TB,False,26.6,19.4,46.0,17,40,57,7.2,-23,30.2,-7.2,3.0,HOME_COVER,AWAY_COVER,False,46.0,PUSH,OVER,,11.0
2024,15,2024_15_WAS_NO,2024-12-15,WAS,NO,NO,WAS,False,24.9,19.6,44.5,19,20,39,5.2,-1,6.2,-5.2,-7.5,AWAY_COVER,AWAY_COVER,True,44.5,PUSH,UNDER,,5.5
2024,15,2024_15_ATL_LV,2024-12-16,ATL,LV,LV,ATL,False,25.1,19.4,44.5,9,15,24,5.8,-6,11.8,-5.8,-6.5,AWAY_COVER,AWAY_COVER,True,44.5,PUSH,UNDER,,20.5
2024,15,2024_15_CHI_MIN,2024-12-16,CHI,MIN,MIN,MIN,True,27.5,16.0,43.5,30,12,42,11.5,18,6.5,-11.5,7.0,HOME_COVER,HOME_COVER,True,43.5,PUSH,UNDER,,1.5
2024,16,2024_16_DEN_LAC,2024-12-19,DEN,LAC,LAC,LAC,True,24.3,17.2,41.5,34,27,61,7.1,7,0.09999999999999964,-7.1,3.0,HOME_COVER,HOME_COVER,True,41.5,PUSH,OVER,,19.5
2024,16,2024_16_HOU_KC,2024-12-21,HOU,KC,KC,KC,True,25.7,16.8,42.5,27,19,46,8.9,8,0.9000000000000004,-8.9,3.5,HOME_COVER,HOME_COVER,True,42.5,PUSH,OVER,,3.5
2024,16,2024_16_PIT_BAL,2024-12-21,PIT,BAL,BAL,BAL,True,27.8,16.7,44.5,34,17,51,11.1,17,5.9,-11.1,7.0,HOME_COVER,HOME_COVER,True,44.5,PUSH,OVER,,6.5
2024,16,2024_16_ARI_CAR,2024-12-22,ARI,CAR,CAR,CAR,True,26.0,21.0,47.0,36,30,66,4.9,6,1.0999999999999996,-4.9,-5.5,AWAY_COVER,HOME_COVER,False,47.0,PUSH,OVER,,19.0
2024,16,2024_16_CLE_CIN,2024-12-22,CLE,CIN,CIN,CIN,True,29.6,16.9,46.5,24,6,30,12.7,18,5.300000000000001,-12.7,10.0,HOME_COVER,HOME_COVER,True,46.5,PUSH,UNDER,,16.5
2024,16,2024_16_DET_CHI,2024-12-22,DET,CHI,CHI,DET,False,25.4,22.1,47.5,17,34,51,3.2,-17,20.2,-3.2,-7.0,AWAY_COVER,AWAY_COVER,True,47.5,PUSH,OVER,,3.5
2024,16,2024_16_JAX_LV,2024-12-22,JAX,LV,LV,LV,True,25.1,16.4,41.5,19,14,33,8.6,5,3.5999999999999996,-8.6,2.5,HOME_COVER,HOME_COVER,True,41.5,PUSH,UNDER,,8.5
2024,16,2024_16_LA_NYJ,2024-12-22,LA,NYJ,NYJ,LA,False,26.6,20.4,47.0,9,19,28,6.2,-10,16.2,-6.2,-3.0,HOME_COVER,AWAY_COVER,False,47.0,PUSH,UNDER,,19.0
2024,16,2024_16_MIN_SEA,2024-12-22,MIN,SEA,SEA,MIN,False,24.5,18.5,43.0,24,27,51,6.0,-3,9.0,-6.0,-2.5,HOME_COVER,AWAY_COVER,False,43.0,PUSH,OVER,,8.0
2024,16,2024_16_NE_BUF,2024-12-22,NE,BUF,BUF,BUF,True,30.8,17.2,48.0,24,21,45,13.5,3,10.5,-13.5,14.0,HOME_COVER,HOME_COVER,True,48.0,PUSH,UNDER,,3.0
