season,week,game_id,game_date,away_team,home_team,predicted_total,actual_total,total_abs_error,vegas_total,predicted_total_outcome,actual_total_outcome,total_pick_correct
2024,17,2024_17_LAC_NE,2024-12-28,LAC,NE,42.0,47,5.0,42.0,PUSH,OVER,
2024,17,2024_17_ATL_WAS,2024-12-29,ATL,WAS,46.5,54,7.5,46.5,PUSH,OVER,
2024,17,2024_17_CAR_TB,2024-12-29,CAR,TB,47.5,62,14.5,47.5,PUSH,OVER,
2024,17,2024_17_DAL_PHI,2024-12-29,DAL,PHI,37.5,48,10.5,37.5,PUSH,OVER,
2024,17,2024_17_GB_MIN,2024-12-29,GB,MIN,49.0,52,3.0,49.0,PUSH,OVER,
2024,17,2024_17_IND_NYG,2024-12-29,IND,NYG,40.5,78,37.5,40.5,PUSH,OVER,
2024,17,2024_17_LV_NO,2024-12-29,LV,NO,37.5,35,2.5,37.5,PUSH,UNDER,
2024,17,2024_17_MIA_CLE,2024-12-29,MIA,CLE,32.5,23,9.5,32.5,PUSH,UNDER,
2024,17,2024_17_NYJ_BUF,2024-12-29,NYJ,BUF,44.5,54,9.5,44.5,PUSH,OVER,
2024,17,2024_17_TEN_JAX,2024-12-29,TEN,JAX,38.0,33,5.0,38.0,PUSH,UNDER,
2024,17,2024_17_DET_SF,2024-12-30,DET,SF,50.5,74,23.5,50.5,PUSH,OVER,
2024,18,2024_18_CIN_PIT,2025-01-04,CIN,PIT,48.5,36,12.5,48.5,PUSH,UNDER,
2024,18,2024_18_CLE_BAL,2025-01-04,CLE,BAL,42.5,45,2.5,42.5,PUSH,OVER,
2024,18,2024_18_BUF_NE,2025-01-05,BUF,NE,36.5,39,2.5,36.5,PUSH,OVER,
2024,18,2024_18_CAR_ATL,2025-01-05,CAR,ATL,48.5,82,33.5,48.5,PUSH,OVER,
2024,18,2024_18_CHI_GB,2025-01-05,CHI,GB,41.5,46,4.5,41.5,PUSH,OVER,
2024,18,2024_18_HOU_TEN,2025-01-05,HOU,TEN,36.5,37,0.5,36.5,PUSH,OVER,
2024,18,2024_18_JAX_IND,2025-01-05,JAX,IND,45.5,49,3.5,45.5,PUSH,OVER,
2024,18,2024_18_KC_DEN,2025-01-05,KC,DEN,40.5,38,2.5,40.5,PUSH,UNDER,
2024,18,2024_18_LAC_LV,2025-01-05,LAC,LV,42.5,54,11.5,42.5,PUSH,OVER,
2024,18,2024_18_MIA_NYJ,2025-01-05,MIA,NYJ,39.5,52,12.5,39.5,PUSH,OVER,
2024,18,2024_18_MIN_DET,2025-01-05,MIN,DET,56.5,40,16.5,56.5,PUSH,UNDER,
2024,18,2024_18_NO_TB,2025-01-05,NO,TB,44.5,46,1.5,44.5,PUSH,OVER,
2024,18,2024_18_NYG_PHI,2025-01-05,NYG,PHI,36.5,33,3.5,36.5,PUSH,UNDER,
2024,18,2024_18_SEA_LA,2025-01-05,SEA,LA,38.5,55,16.5,38.5,PUSH,OVER,
2024,18,2024_18_SF_ARI,2025-01-05,SF,ARI,42.5,71,28.5,42.5,PUSH,OVER,
2024,18,2024_18_WAS_DAL,2025-01-05,WAS,DAL,43.5,42,1.5,43.5,PUSH,UNDER,
