season,week,week_label,game_id,target_spread,vegas_spread,abs_vegas_spread,baseline_spread,recommended_method,recommended_spread,vegas_err,baseline_err,recommended_err,err_improvement,baseline_vs_vegas,recommended_vs_vegas
2025,4,2025-W04,2025_04_NO_BUF,-12.0,-15.5,15.5,-7.3219,bias,-7.3218,3.5,4.6781,4.6782,-0.0001,vegas_better,vegas_better
2025,8,2025-W08,2025_08_TEN_IND,-24.0,-15.5,15.5,-10.6484,bias,-10.6483,8.5,13.3516,13.3517,-0.0001,vegas_better,vegas_better
2025,16,2025-W16,2025_16_LV_HOU,-2.0,14.5,14.5,10.7019,bias,10.702,16.5,12.7019,12.702,-0.0001,ai_better,ai_better
2025,6,2025-W06,2025_06_CIN_GB,-9.0,-14.0,14.0,-4.7915,bias,-4.7914,5.0,4.2085,4.2086,-0.0001,ai_better,ai_better
2025,9,2025-W09,2025_09_NO_LA,-24.0,-14.0,14.0,-4.7915,bias,-4.7914,10.0,19.2085,19.2086,-0.0001,vegas_better,vegas_better
2025,12,2025-W12,2025_12_NYJ_BAL,-13.0,-14.0,14.0,-4.7915,bias,-4.7914,1.0,8.2085,8.2086,-0.0001,vegas_better,vegas_better
2025,12,2025-W12,2025_12_NYG_DET,-7.0,-14.0,14.0,-7.7292,bias,-7.7291,7.0,0.7292,0.7291,0.0001,ai_better,ai_better
2025,7,2025-W07,2025_07_LV_KC,-31.0,-13.5,13.5,-4.4485,bias,-4.4484,17.5,26.5515,26.5516,-0.0001,vegas_better,vegas_better
2025,2,2025-W02,2025_02_CLE_BAL,-24.0,-12.5,12.5,-7.29,bias,-7.2899,11.5,16.71,16.7101,-0.0001,vegas_better,vegas_better
2025,11,2025-W11,2025_11_NYJ_NE,-13.0,-12.5,12.5,-3.8761,bias,-3.876,0.5,9.1239,9.124,-0.0001,vegas_better,vegas_better
2025,12,2025-W12,2025_12_SEA_TEN,6.0,12.5,12.5,8.8205,bias,8.8206,6.5,2.8205,2.8206,-0.0001,ai_better,ai_better
2025,13,2025-W13,2025_13_MIN_SEA,-26.0,-12.5,12.5,-6.9474,bias,-6.9473,13.5,19.0526,19.0527,-0.0001,vegas_better,vegas_better
2025,3,2025-W03,2025_03_MIA_BUF,-10.0,-12.5,12.5,-11.0708,bias,-11.0707,2.5,1.0708,1.0707,0.0001,ai_better,ai_better
2025,9,2025-W09,2025_09_CAR_GB,3.0,-12.5,12.5,-3.8761,bias,-3.876,15.5,6.8761,6.876,0.0001,ai_better,ai_better
2025,8,2025-W08,2025_08_WAS_KC,-21.0,-10.5,10.5,-4.2891,bias,-4.289,10.5,16.7109,16.711,-0.0001,vegas_better,vegas_better
2025,5,2025-W05,2025_05_DET_CIN,13.0,10.5,10.5,1.4669,bias,1.467,2.5,11.5331,11.533,0.0001,vegas_better,vegas_better
2025,16,2025-W16,2025_16_BUF_CLE,3.0,-10.5,10.5,-3.6824,bias,-3.6823,13.5,6.6824,6.6823,0.0001,ai_better,ai_better
2025,4,2025-W04,2025_04_CLE_DET,-24.0,-10.0,10.0,-9.6219,bias,-9.6218,14.0,14.3781,14.3782,-0.0001,vegas_better,vegas_better
2025,13,2025-W13,2025_13_LA_CAR,-3.0,10.0,10.0,6.1627,bias,6.1628,13.0,9.1627,9.1628,-0.0001,ai_better,ai_better
2025,13,2025-W13,2025_13_LV_LAC,-17.0,-10.0,10.0,-8.4327,bias,-8.4326,7.0,8.5673,8.5674,-0.0001,vegas_better,vegas_better
2025,9,2025-W09,2025_09_LAC_TEN,7.0,10.0,10.0,6.1627,bias,6.1628,3.0,0.8373,0.8372,0.0001,ai_better,ai_better
